transaction_id,hour,amount,hist_avg_amount,amount_ratio,account_age_days,n_tx_last_24h,distance_from_home_km,is_foreign,merchant_category,is_fraud
T700404,2,9.3,59.72,0.16,1978,3,0.9,0,restaurant,0
T700405,13,26.81,33.45,0.8,1750,5,1.3,0,electronics,0
T700406,17,63.23,49.17,1.29,2848,2,2.3,0,atm,0
T700407,12,34.02,26.63,1.28,1133,7,2.9,0,grocery,0
T700408,16,9.55,32.89,0.29,1859,1,0.1,0,atm,0
T700409,19,135.97,15.17,8.96,1420,7,0.1,0,electronics,1
T700410,14,25.37,29.95,0.85,570,2,0.0,0,grocery,0
T700411,8,61.29,17.33,3.54,2400,5,3.8,0,travel,0
T700412,15,15.18,13.9,1.09,1169,4,11.0,0,grocery,0
T700413,20,53.41,39.4,1.36,488,3,5.0,0,online,0
T700414,10,30.45,9.81,3.1,377,3,0.8,1,restaurant,0
T700415,3,19.46,66.43,0.29,2258,2,19.7,0,fuel,0
T700416,9,81.75,5.93,13.79,2380,5,2.1,0,online,1
T700417,17,111.87,41.54,2.69,1337,2,18.2,0,online,0
T700418,18,25.73,24.11,1.07,2967,2,8.2,0,electronics,0
T700419,17,171.42,12.19,14.06,1693,2,20.5,0,fuel,0
T700420,20,6.4,17.46,0.37,819,2,6.1,0,fuel,0
T700421,14,74.19,64.98,1.14,1971,4,0.1,0,atm,0
T700422,13,45.87,15.45,2.97,1573,4,4.7,0,electronics,0
T700423,6,16.43,25.85,0.64,1113,6,4.1,0,electronics,0
T700424,15,66.95,49.94,1.34,1693,3,0.9,0,fuel,0
T700425,14,29.31,42.96,0.68,2898,4,1.2,0,restaurant,0
T700426,5,8.15,32.05,0.25,955,4,4.2,0,online,0
T700427,5,11.67,23.31,0.5,841,1,0.2,0,electronics,0
T700428,7,29.15,53.96,0.54,892,2,2.2,0,restaurant,0
T700429,1,59.48,22.21,2.68,647,2,14.7,0,fuel,0
T700430,22,6.91,33.68,0.21,2128,1,0.6,0,online,0
T700431,18,94.59,9.08,10.42,650,0,6.5,0,online,0
T700432,7,32.94,17.03,1.93,334,2,13.2,0,online,0
T700433,9,21.21,36.24,0.59,52,1,6.1,0,restaurant,0
T700434,21,63.57,72.33,0.88,1573,1,12.7,0,online,0
T700435,5,28.57,26.25,1.09,2738,3,9.4,0,grocery,0
T700436,3,137.73,66.64,2.07,386,4,1.2,0,electronics,0
T700437,17,6.43,58.0,0.11,1718,4,2.4,0,atm,0
T700438,13,20.17,43.36,0.47,127,2,13.6,0,grocery,0
T700439,8,107.22,33.82,3.17,1616,1,31.8,0,restaurant,0
T700440,2,1.54,49.65,0.03,2981,6,3.4,0,atm,0
T700441,13,4.4,47.09,0.09,1171,7,13.3,0,online,0
T700442,5,6.39,29.71,0.22,247,4,9.1,0,online,0
T700443,7,48.82,30.67,1.59,627,4,26.2,0,grocery,0
T700444,15,28.88,40.0,0.72,2563,2,2.4,0,grocery,0
T700445,3,711.99,26.81,26.56,679,3,7.0,0,restaurant,1
T700446,7,38.18,37.69,1.01,1379,5,5.1,0,online,0
T700447,5,24.45,27.06,0.9,2570,4,3.6,0,grocery,0
T700448,11,15.38,50.03,0.31,2551,1,5.0,0,grocery,0
T700449,6,19.67,23.46,0.84,1683,4,14.1,0,grocery,0
T700450,22,49.03,63.71,0.77,1576,4,20.5,0,online,0
T700451,12,39.64,37.61,1.05,1999,3,8.7,0,travel,0
T700452,0,16.78,43.4,0.39,1586,2,1.3,0,travel,0
T700453,15,24.93,76.85,0.32,220,3,22.3,0,restaurant,0
T700454,21,2.7,28.29,0.1,1827,1,30.1,0,fuel,0
T700455,23,4.57,14.72,0.31,237,2,0.9,0,travel,0
T700456,17,21.07,22.9,0.92,2436,6,8.4,0,grocery,0
T700457,14,54.28,20.17,2.69,521,3,12.7,0,grocery,0
T700458,4,12.0,44.98,0.27,1241,3,26.5,0,online,0
T700459,23,49.43,19.18,2.58,1200,9,3.8,0,online,0
T700460,5,29.91,24.96,1.2,2729,5,4.8,0,online,0
T700461,4,14.86,37.59,0.4,638,4,14.4,1,grocery,0
T700462,6,14.65,49.86,0.29,2454,4,13.2,0,fuel,0
T700463,2,26.2,38.38,0.68,2819,3,4.1,0,grocery,0
T700464,14,27.1,17.85,1.52,802,3,2.2,0,online,0
T700465,2,120.68,68.16,1.77,1980,6,13.0,0,restaurant,0
T700466,13,36.59,21.18,1.73,2728,6,5.8,0,online,0
T700467,9,162.91,31.15,5.23,2779,3,0.4,0,online,0
T700468,21,9.27,14.29,0.65,1910,4,4.9,0,online,0
T700469,8,38.71,52.3,0.74,2072,4,8.5,0,fuel,0
T700470,1,20.19,25.65,0.79,182,5,1.2,0,grocery,0
T700471,19,98.31,15.58,6.31,234,3,3.9,0,grocery,0
T700472,2,22.93,53.04,0.43,1586,3,6.4,0,grocery,0
T700473,0,13.75,35.17,0.39,2519,4,0.8,0,online,0
T700474,6,13.32,65.78,0.2,87,5,0.9,0,restaurant,0
T700475,14,19.35,23.58,0.82,1650,7,3.8,1,travel,0
T700476,19,6.16,68.01,0.09,1567,3,12.9,0,restaurant,0
T700477,23,33.24,32.01,1.04,2571,3,8.8,0,grocery,0
T700478,12,31.16,146.19,0.21,2625,6,1.4,0,fuel,0
T700479,8,38.07,17.12,2.22,2193,3,23.6,0,online,0
T700480,18,23.8,18.66,1.28,2669,4,6.7,0,grocery,0
T700481,12,51.28,37.37,1.37,443,3,1.1,0,grocery,0
T700482,22,14.66,47.46,0.31,1371,2,3.5,1,online,0
T700483,14,9.52,78.64,0.12,49,2,3.7,0,travel,0
T700484,4,45.41,26.61,1.71,1846,4,4.6,0,grocery,0
T700485,14,96.32,31.82,3.03,1233,5,2.5,0,grocery,0
T700486,2,51.25,25.4,2.02,2212,1,4.1,0,fuel,0
T700487,13,53.72,40.1,1.34,555,4,1.1,1,restaurant,0
T700488,13,83.94,18.97,4.42,1582,2,8.3,0,restaurant,0
T700489,9,100.57,40.69,2.47,1895,2,4.3,1,restaurant,0
T700490,20,43.64,26.85,1.63,256,6,15.2,0,online,0
T700491,9,90.96,12.27,7.41,2975,0,1.9,0,restaurant,0
T700492,1,17.2,24.69,0.7,212,1,1.3,0,grocery,0
T700493,3,80.68,32.9,2.45,2968,1,10.3,0,atm,0
T700494,18,155.95,107.5,1.45,2594,2,1.9,0,online,0
T700495,19,18.13,42.17,0.43,2441,1,9.0,0,electronics,0
T700496,15,48.42,18.67,2.59,1889,0,0.0,0,online,0
T700497,22,17.06,54.71,0.31,132,1,2.1,0,online,0
T700498,14,8.93,31.41,0.28,1167,4,5.2,0,restaurant,0
T700499,3,168.8,28.59,5.9,1173,5,2.5,0,grocery,0
T700500,19,9.91,14.13,0.7,283,2,3.3,0,fuel,0
T700501,3,31.87,59.53,0.54,2990,2,9.9,0,restaurant,0
T700502,9,171.31,21.73,7.88,2380,1,19.0,0,fuel,0
T700503,23,15.04,28.78,0.52,2413,3,19.1,0,electronics,0
T700504,14,33.4,47.45,0.7,1807,3,4.0,0,electronics,0
T700505,0,25.46,19.83,1.28,2945,3,2.7,0,online,0
T700506,19,85.29,25.22,3.38,1723,2,8.2,1,online,0
T700507,20,15.28,108.91,0.14,1826,2,18.8,0,grocery,0
T700508,12,30.69,22.99,1.33,256,6,0.2,1,restaurant,0
T700509,23,8.04,47.52,0.17,131,1,13.9,0,restaurant,0
T700510,13,5.33,54.09,0.1,141,1,22.8,0,grocery,0
T700511,17,97.2,17.4,5.59,546,1,4.4,0,electronics,0
T700512,16,33.17,46.6,0.71,1904,3,7.2,0,grocery,0
T700513,6,57.18,58.97,0.97,1336,3,21.3,0,online,0
T700514,19,121.05,117.07,1.03,1090,2,3.8,0,fuel,0
T700515,18,55.84,20.44,2.73,902,5,2.8,0,grocery,0
T700516,3,25.24,45.26,0.56,385,4,1.3,0,online,0
T700517,14,18.84,18.75,1.0,2120,0,1.9,0,online,0
T700518,22,52.43,18.76,2.79,2843,2,12.0,0,online,0
T700519,17,21.76,18.07,1.2,2650,4,6.6,0,grocery,0
T700520,14,31.15,17.65,1.76,1926,2,0.4,0,online,0
T700521,11,11.72,15.86,0.74,2183,4,13.6,0,travel,0
T700522,6,24.24,22.38,1.08,2601,4,5.8,0,online,0
T700523,7,58.11,29.11,2.0,269,3,2.6,0,restaurant,0
T700524,20,24.39,20.18,1.21,1819,2,2.8,0,restaurant,0
T700525,22,14.64,58.85,0.25,1331,7,2.3,0,online,0
T700526,22,387.27,27.9,13.88,363,4,13.3,0,travel,0
T700527,13,26.85,28.38,0.95,2965,3,7.0,0,atm,0
T700528,18,57.11,19.53,2.92,1437,2,14.8,1,restaurant,0
T700529,8,57.37,30.97,1.85,2397,5,2.9,0,restaurant,0
T700530,23,30.46,36.25,0.84,1160,2,3.2,0,restaurant,0
T700531,4,17.01,15.26,1.11,1484,4,1.9,0,fuel,0
T700532,3,34.93,19.05,1.83,2559,5,3.1,0,restaurant,0
T700533,16,112.74,47.53,2.37,700,3,4.4,0,atm,0
T700534,22,16.9,17.16,0.98,2336,1,3.9,0,fuel,0
T700535,2,22.62,25.18,0.9,1098,2,13.9,0,grocery,0
T700536,15,112.82,30.87,3.65,1473,3,12.2,0,online,0
T700537,14,23.66,35.59,0.66,173,3,17.0,0,restaurant,0
T700538,21,17.12,25.47,0.67,626,6,5.3,0,restaurant,0
T700539,12,36.73,35.33,1.04,451,3,3.4,0,grocery,0
T700540,18,10.4,28.2,0.37,2389,3,11.8,0,grocery,0
T700541,23,39.9,39.21,1.02,2579,3,21.7,0,restaurant,0
T700542,0,16.63,25.17,0.66,1348,4,10.7,0,online,0
T700543,19,31.05,36.21,0.86,505,3,6.8,0,grocery,0
T700544,17,26.65,38.42,0.69,728,12,8.5,1,online,0
T700545,7,6.86,24.2,0.28,321,1,0.3,0,restaurant,0
T700546,1,18.78,39.28,0.48,2326,4,10.7,1,online,1
T700547,11,50.83,46.69,1.09,1619,1,6.5,1,restaurant,0
T700548,1,11.92,24.53,0.49,2918,2,4.0,0,grocery,0
T700549,23,597.86,107.41,5.57,289,3,3.9,0,online,0
T700550,17,131.32,25.69,5.11,330,2,7.4,0,grocery,0
T700551,19,47.24,11.57,4.08,1351,3,7.6,1,grocery,0
T700552,6,133.88,80.19,1.67,2120,3,6.8,0,restaurant,0
T700553,2,12.09,14.51,0.83,974,2,5.5,0,electronics,0
T700554,1,41.32,34.53,1.2,1227,4,11.5,0,atm,0
T700555,17,117.67,13.79,8.53,2599,2,0.5,0,electronics,0
T700556,14,9.72,12.6,0.77,646,1,8.7,0,travel,0
T700557,18,7.3,22.99,0.32,1977,5,3.9,0,online,0
T700558,13,70.02,19.26,3.64,56,4,2.4,0,grocery,0
T700559,23,46.31,38.86,1.19,1070,3,0.6,0,electronics,1
T700560,6,3.08,43.8,0.07,2903,3,2.6,0,electronics,0
T700561,19,40.71,11.98,3.4,1140,3,9.0,0,fuel,0
T700562,6,170.03,42.71,3.98,74,3,4.0,0,atm,0
T700563,22,14.85,28.03,0.53,595,2,3.4,0,online,0
T700564,19,8.53,31.33,0.27,633,6,6.6,0,grocery,0
T700565,23,29.65,67.79,0.44,1279,5,5.5,0,travel,0
T700566,11,28.6,34.39,0.83,532,4,0.2,0,grocery,0
T700567,3,26.9,55.7,0.48,2376,2,6.5,0,electronics,0
T700568,10,194.19,35.4,5.49,215,1,1.9,0,online,0
T700569,22,9.27,22.99,0.4,1766,3,14.6,0,electronics,0
T700570,16,125.61,19.6,6.41,1708,4,14.8,0,online,0
T700571,0,47.36,63.62,0.74,975,2,0.5,0,restaurant,0
T700572,21,56.82,15.33,3.71,1645,1,17.1,0,grocery,0
T700573,16,25.32,57.26,0.44,935,3,0.6,0,grocery,0
T700574,7,17.67,26.48,0.67,2213,2,3.6,0,electronics,0
T700575,20,2.8,19.69,0.14,2026,2,36.4,0,grocery,0
T700576,14,107.11,16.27,6.58,1684,5,12.1,0,electronics,0
T700577,9,82.27,29.42,2.8,1329,1,5.7,0,travel,0
T700578,1,28.21,41.38,0.68,220,2,8.5,0,electronics,0
T700579,20,128.58,38.89,3.31,1280,4,1.9,0,grocery,0
T700580,14,63.59,14.22,4.47,1622,4,2.4,0,grocery,0
T700581,16,27.66,23.83,1.16,1159,3,20.9,0,restaurant,0
T700582,17,116.12,48.35,2.4,214,3,11.5,0,online,0
T700583,15,42.65,54.97,0.78,1806,4,0.5,0,electronics,0
T700584,21,13.27,31.87,0.42,1190,4,17.7,0,electronics,0
T700585,14,26.2,20.61,1.27,1762,3,1.3,0,online,0
T700586,1,9.46,36.96,0.26,2635,2,8.3,0,fuel,0
T700587,3,12.12,8.63,1.4,1672,4,15.7,0,online,0
T700588,10,47.07,28.04,1.68,899,2,24.2,0,restaurant,0
T700589,23,6.84,13.74,0.5,1327,2,13.9,1,fuel,1
T700590,12,85.42,37.23,2.29,2921,3,7.2,0,restaurant,0
T700591,16,16.86,39.48,0.43,2860,2,17.4,0,fuel,0
T700592,17,43.03,21.16,2.03,467,4,2.1,0,fuel,0
T700593,20,157.07,32.06,4.9,2045,0,1.5,0,grocery,0
T700594,18,7.42,10.58,0.7,873,5,2.4,0,grocery,0
T700595,8,11.57,56.83,0.2,1059,6,6.5,0,online,0
T700596,0,45.86,31.14,1.47,147,2,3.5,0,grocery,0
T700597,3,13.7,25.74,0.53,2251,4,10.8,0,grocery,0
T700598,0,38.13,10.15,3.76,420,1,7.1,0,restaurant,0
T700599,16,957.36,37.59,25.47,2339,2,4.7,1,fuel,0
T700600,5,36.21,49.68,0.73,2045,0,18.0,0,online,0
T700601,5,68.11,38.96,1.75,1625,5,9.8,0,online,0
T700602,4,10.49,37.68,0.28,1346,1,1.7,0,atm,0
T700603,18,32.94,27.13,1.21,1751,2,11.7,0,grocery,0
T700604,17,78.69,10.58,7.44,468,8,6.8,0,restaurant,1
T700605,14,17.2,49.09,0.35,1237,1,11.5,1,restaurant,0
T700606,4,239.74,24.21,9.9,1461,4,3.1,0,online,0
T700607,21,48.89,35.1,1.39,628,2,9.9,0,fuel,0
T700608,15,91.34,24.4,3.74,2215,4,18.8,0,grocery,0
T700609,21,45.77,43.98,1.04,746,3,7.0,0,travel,0
T700610,18,6.98,36.02,0.19,908,2,2.3,0,grocery,0
T700611,8,14.2,37.91,0.37,2527,3,32.7,0,grocery,0
T700612,3,15.52,26.55,0.58,2524,3,6.1,1,online,0
T700613,5,34.89,17.31,2.02,2870,5,11.4,0,grocery,0
T700614,16,73.62,42.36,1.74,1801,2,21.3,0,grocery,0
T700615,0,9.98,49.6,0.2,960,0,7.8,0,restaurant,0
T700616,9,12.25,29.7,0.41,2328,2,12.8,0,restaurant,0
T700617,12,5.44,47.0,0.12,2595,3,4.5,0,online,0
T700618,13,49.84,44.14,1.13,57,3,9.8,0,online,0
T700619,0,103.58,50.95,2.03,2695,3,2.7,0,restaurant,0
T700620,3,43.52,10.24,4.25,1488,1,34.6,0,online,0
T700621,11,29.78,56.87,0.52,2891,3,4.0,0,fuel,0
T700622,12,4.32,44.26,0.1,941,2,13.9,0,electronics,0
T700623,8,50.64,19.52,2.59,118,2,5.2,0,grocery,0
T700624,23,34.31,40.94,0.84,2471,4,10.8,0,restaurant,0
T700625,7,13.67,29.69,0.46,2594,4,1.8,0,atm,0
T700626,9,37.76,44.28,0.85,527,0,0.3,0,electronics,0
T700627,20,10.63,24.93,0.43,83,3,6.3,0,restaurant,0
T700628,17,16.68,33.57,0.5,406,4,6.0,0,atm,0
T700629,18,17.72,45.56,0.39,1296,2,2.5,0,atm,0
T700630,11,13.54,26.17,0.52,2229,3,0.2,0,grocery,0
T700631,15,10.62,40.53,0.26,2156,1,13.3,1,restaurant,0
T700632,19,10.87,23.4,0.46,2404,4,3.3,0,atm,0
T700633,10,40.21,23.37,1.72,1076,3,0.2,1,restaurant,0
T700634,21,34.64,65.81,0.53,359,4,17.0,0,grocery,0
T700635,13,11.0,36.29,0.3,2229,4,1.5,0,online,0
T700636,22,10.88,21.54,0.51,1943,6,30.3,0,atm,0
T700637,14,15.4,64.91,0.24,2032,1,2.1,0,grocery,0
T700638,12,22.79,31.32,0.73,1060,3,5.0,0,grocery,0
T700639,7,33.12,36.23,0.91,2554,1,1.2,0,online,0
T700640,13,16.33,96.69,0.17,1227,2,0.3,0,online,0
T700641,19,33.23,31.57,1.05,1142,2,21.1,0,electronics,0
T700642,2,24.62,19.48,1.26,2830,3,23.0,0,restaurant,0
T700643,2,7.01,28.55,0.25,241,2,8.3,0,restaurant,0
T700644,9,58.41,26.16,2.23,1748,0,0.3,0,grocery,0
T700645,2,32.87,22.07,1.49,314,2,0.6,0,grocery,0
T700646,9,31.14,37.71,0.83,2999,4,0.0,0,restaurant,0
T700647,0,10.59,51.64,0.21,113,3,6.6,0,grocery,0
T700648,20,30.26,34.4,0.88,1347,0,4.6,0,fuel,0
T700649,21,81.91,35.67,2.3,1549,2,13.7,0,grocery,0
T700650,2,3.59,26.32,0.14,168,4,7.7,0,online,0
T700651,7,4.78,22.42,0.21,2837,2,17.0,0,electronics,0
T700652,8,2.71,21.93,0.12,1555,4,7.1,0,travel,0
T700653,1,25.48,44.19,0.58,161,9,4.0,0,online,0
T700654,22,42.5,16.99,2.5,2597,5,0.8,0,restaurant,0
T700655,14,24.86,35.32,0.7,1537,0,5.8,0,atm,0
T700656,2,20.54,26.41,0.78,1959,3,0.4,0,grocery,0
T700657,15,109.4,37.31,2.93,1753,4,10.6,0,online,0
T700658,16,40.49,21.35,1.9,2114,5,0.5,0,grocery,0
T700659,5,18.71,27.41,0.68,2090,2,0.3,0,grocery,0
T700660,22,37.69,34.55,1.09,2693,4,3.3,0,fuel,0
T700661,23,6.97,90.48,0.08,2035,4,2.1,0,grocery,0
T700662,20,21.67,15.69,1.38,1453,4,0.7,0,atm,0
T700663,5,12.71,38.66,0.33,506,1,3.3,0,grocery,0
T700664,4,26.42,14.11,1.87,1242,1,9.1,0,atm,0
T700665,10,255.81,35.07,7.29,1025,1,2.7,0,online,0
T700666,7,4.43,43.09,0.1,2129,3,1.2,0,restaurant,0
T700667,13,6.05,43.2,0.14,1847,1,3.4,0,online,0
T700668,10,23.97,24.4,0.98,2956,5,1.3,0,grocery,0
T700669,16,34.34,37.56,0.91,2286,2,7.1,0,electronics,0
T700670,13,62.49,43.03,1.45,1976,3,12.2,0,grocery,0
T700671,9,9.82,26.77,0.37,2067,2,9.2,0,fuel,0
T700672,9,17.98,63.95,0.28,1738,1,1.5,0,restaurant,0
T700673,4,202.67,25.08,8.08,2102,3,7.8,0,fuel,0
T700674,17,75.44,44.49,1.7,135,3,25.8,0,restaurant,0
T700675,10,8.09,20.1,0.4,1879,5,6.6,0,electronics,0
T700676,8,55.76,50.54,1.1,434,3,19.1,0,travel,0
T700677,10,10.59,11.53,0.92,791,1,14.3,0,electronics,0
T700678,21,17.35,32.62,0.53,1721,2,5.2,0,atm,0
T700679,16,212.78,13.96,15.24,762,0,33.0,0,fuel,0
T700680,9,62.51,60.38,1.04,705,6,2.3,0,restaurant,0
T700681,22,41.37,20.4,2.03,1096,5,23.7,1,grocery,0
T700682,21,18.71,38.96,0.48,2702,4,7.9,0,online,0
T700683,22,8.2,33.44,0.25,278,2,9.5,0,fuel,0
T700684,2,11.16,33.19,0.34,803,3,4.9,0,fuel,0
T700685,23,5.53,50.37,0.11,1247,4,2.0,0,online,0
T700686,5,36.03,57.51,0.63,2695,2,2.2,0,electronics,0
T700687,11,20.16,24.12,0.84,2311,2,8.1,0,restaurant,0
T700688,10,70.95,48.45,1.46,2426,10,29.6,0,online,1
T700689,5,3.68,15.33,0.24,284,2,4.4,0,grocery,0
T700690,19,59.04,19.4,3.04,1685,5,0.6,0,grocery,0
T700691,12,155.64,14.24,10.93,38,6,4.9,0,grocery,0
T700692,21,13.95,10.51,1.33,1811,6,11.5,0,online,0
T700693,7,67.87,19.23,3.53,1384,1,18.4,0,online,0
T700694,0,3.45,37.78,0.09,805,5,7.1,1,fuel,0
T700695,11,4.87,47.64,0.1,2432,3,0.6,0,fuel,0
T700696,15,102.04,21.72,4.7,117,5,6.5,0,restaurant,0
T700697,14,17.75,27.02,0.66,206,0,1.5,0,online,0
T700698,16,19.57,35.64,0.55,2004,2,1.8,0,electronics,0
T700699,17,19.3,18.82,1.03,288,1,18.1,1,restaurant,0
T700700,19,66.8,37.3,1.79,2748,6,8.2,1,restaurant,0
T700701,14,16.43,32.94,0.5,902,5,0.4,0,online,0
T700702,20,16.04,13.83,1.16,1012,6,7.9,0,electronics,0
T700703,7,29.87,29.51,1.01,2385,2,2.9,0,grocery,0
T700704,17,141.15,36.91,3.82,2239,2,0.9,0,grocery,0
T700705,23,33.78,22.28,1.52,694,2,5.1,0,restaurant,0
T700706,11,30.47,22.97,1.33,42,1,14.2,0,grocery,0
T700707,8,10.36,19.77,0.52,1380,1,2.8,0,grocery,0
T700708,5,15.33,74.1,0.21,558,7,11.6,0,grocery,0
T700709,23,18.5,88.4,0.21,2448,7,1.8,0,grocery,0
T700710,17,87.08,29.89,2.91,2163,3,1.6,0,electronics,0
T700711,5,21.36,51.56,0.41,1031,6,11.7,0,electronics,1
T700712,19,33.7,49.44,0.68,2693,4,7.3,0,online,0
T700713,5,5.52,20.12,0.27,1950,3,1.6,0,fuel,0
T700714,22,31.09,15.17,2.05,2165,4,7.0,0,restaurant,0
T700715,19,13.63,25.76,0.53,2649,3,7.7,1,online,0
T700716,16,91.9,53.59,1.71,1567,3,28.4,0,online,0
T700717,7,105.33,38.72,2.72,1347,2,12.3,0,grocery,0
T700718,12,3.38,16.77,0.2,1970,4,25.8,0,grocery,0
T700719,0,45.08,21.47,2.1,1873,2,0.9,0,grocery,0
T700720,14,95.58,25.17,3.8,2571,2,22.9,0,grocery,0
T700721,9,70.7,10.08,7.01,1785,4,7.2,0,electronics,0
T700722,12,16.24,38.41,0.42,1646,2,15.6,0,restaurant,0
T700723,23,23.68,32.29,0.73,1042,3,8.9,0,online,0
T700724,11,169.79,25.1,6.76,998,4,2.2,0,grocery,0
T700725,0,37.7,48.93,0.77,1235,2,5.1,0,fuel,0
T700726,8,494.02,16.41,30.1,1502,4,5.3,0,grocery,1
T700727,8,35.48,73.78,0.48,313,4,1.3,0,grocery,0
T700728,2,57.76,22.67,2.55,2596,1,1.3,0,grocery,0
T700729,12,7.49,36.74,0.2,2795,6,0.5,0,atm,0
T700730,1,5.74,36.16,0.16,2026,0,4.3,1,grocery,0
T700731,15,32.13,31.24,1.03,762,2,1.8,0,electronics,0
T700732,1,261.72,11.52,22.72,2353,0,0.7,1,grocery,1
T700733,6,60.48,32.6,1.86,308,1,1.0,0,restaurant,0
T700734,23,54.39,21.54,2.53,1028,3,8.1,0,fuel,0
T700735,18,29.7,44.8,0.66,862,2,11.6,0,travel,0
T700736,16,14.33,15.7,0.91,1843,3,2.2,0,atm,0
T700737,16,22.35,18.46,1.21,519,6,0.3,1,electronics,0
T700738,5,14.89,20.61,0.72,660,5,3.9,0,online,0
T700739,21,133.0,23.58,5.64,2059,4,1.8,0,grocery,0
T700740,7,313.1,23.85,13.13,2149,2,13.0,0,online,1
T700741,23,39.46,36.71,1.07,2839,4,0.1,0,restaurant,0
T700742,8,12.77,47.2,0.27,2016,8,3.3,0,grocery,0
T700743,10,234.17,34.45,6.8,297,3,8.7,0,travel,0
T700744,9,47.5,31.57,1.5,1885,5,7.4,0,grocery,0
T700745,2,77.39,17.98,4.3,1547,2,2.1,0,travel,1
T700746,10,33.24,29.5,1.13,587,4,15.7,0,fuel,0
T700747,4,112.98,36.87,3.06,1948,6,3.5,0,online,0
T700748,18,31.15,40.04,0.78,41,4,2.6,0,online,0
T700749,17,98.51,13.23,7.45,290,3,16.7,0,online,0
T700750,3,287.04,15.82,18.14,767,0,3.3,0,restaurant,1
T700751,10,12.86,40.18,0.32,2004,2,5.7,0,online,0
T700752,11,21.99,22.17,0.99,1815,1,7.4,0,online,0
T700753,13,44.56,16.14,2.76,421,2,9.1,0,grocery,0
T700754,10,33.37,20.85,1.6,1242,0,12.8,1,grocery,0
T700755,23,27.22,33.17,0.82,2532,3,24.3,0,grocery,0
T700756,13,21.85,33.02,0.66,2917,3,0.4,0,electronics,0
T700757,18,53.58,20.97,2.56,742,4,5.8,0,online,0
T700758,3,35.51,29.54,1.2,906,0,5.1,0,grocery,0
T700759,6,71.48,26.93,2.65,726,2,1.3,0,online,0
T700760,11,68.26,21.83,3.13,2834,3,3.0,0,restaurant,0
T700761,23,17.81,47.08,0.38,2009,2,4.0,0,travel,0
T700762,23,61.98,7.6,8.16,1154,3,0.1,1,travel,1
T700763,7,49.8,22.15,2.25,2339,5,6.4,0,online,0
T700764,17,31.81,87.44,0.36,518,2,2.2,0,restaurant,0
T700765,18,65.49,38.59,1.7,212,3,9.2,0,restaurant,0
T700766,2,40.66,16.76,2.43,61,4,14.4,0,atm,0
T700767,8,15.16,31.65,0.48,1298,5,24.7,0,restaurant,0
T700768,19,26.54,29.65,0.9,752,6,0.5,0,electronics,0
T700769,17,22.51,70.05,0.32,2228,2,11.9,1,grocery,0
T700770,9,114.97,43.6,2.64,2964,4,5.9,0,online,0
T700771,11,45.42,18.25,2.49,1179,3,8.5,0,online,0
T700772,11,15.02,21.71,0.69,1806,3,17.9,0,travel,0
T700773,11,30.01,23.93,1.25,132,3,0.6,0,grocery,0
T700774,6,61.84,11.48,5.39,248,3,4.7,0,fuel,0
T700775,8,6.98,21.01,0.33,1788,2,19.1,0,electronics,0
T700776,15,59.31,51.38,1.15,1301,5,13.0,0,online,0
T700777,12,32.57,27.06,1.2,63,1,27.8,0,electronics,0
T700778,11,17.01,15.76,1.08,2718,0,9.2,0,grocery,0
T700779,23,2.69,40.12,0.07,1397,7,4.4,0,atm,0
T700780,18,33.09,34.48,0.96,321,6,9.8,0,online,0
T700781,4,10.93,25.15,0.43,765,1,4.9,0,fuel,0
T700782,4,226.76,23.04,9.84,1869,1,14.8,0,electronics,1
T700783,20,17.57,18.16,0.97,2551,6,25.9,0,restaurant,0
T700784,10,97.1,36.64,2.65,1511,1,14.9,0,grocery,0
T700785,0,19.49,45.05,0.43,2461,3,0.3,0,grocery,0
T700786,23,25.73,23.82,1.08,2238,3,11.3,0,restaurant,0
T700787,4,16.6,23.24,0.71,1443,1,7.6,0,electronics,0
T700788,18,17.05,53.27,0.32,2036,5,17.4,0,online,0
T700789,21,49.95,47.0,1.06,1313,2,25.3,0,electronics,0
T700790,17,17.88,24.25,0.74,2388,2,0.7,0,grocery,0
T700791,22,7.08,28.11,0.25,428,2,0.7,0,grocery,0
T700792,0,9.93,18.69,0.53,2173,2,4.2,0,restaurant,0
T700793,8,26.67,70.06,0.38,451,1,4.4,0,online,0
T700794,12,21.37,29.55,0.72,15,2,4.5,0,grocery,0
T700795,5,20.96,44.44,0.47,2542,6,3.4,0,grocery,0
T700796,12,24.21,16.53,1.46,2694,8,14.5,1,grocery,0
T700797,17,40.53,15.45,2.62,888,2,10.3,0,grocery,0
T700798,3,15.94,24.06,0.66,1013,4,5.1,0,fuel,0
T700799,19,31.95,45.18,0.71,2051,3,1.5,0,electronics,0
T700800,16,80.49,37.48,2.15,1636,1,0.2,0,atm,0
T700801,2,88.83,38.33,2.32,1521,4,19.6,0,restaurant,0
T700802,12,38.18,30.72,1.24,2537,5,29.6,0,online,0
T700803,13,16.6,39.17,0.42,1466,2,13.1,0,grocery,0
T700804,11,21.5,34.34,0.63,353,6,0.6,0,online,0
T700805,4,28.71,17.0,1.69,708,2,4.0,0,electronics,0
T700806,6,4.69,14.88,0.32,1173,2,13.7,0,travel,0
T700807,14,9.46,27.63,0.34,2379,4,0.4,0,restaurant,0
T700808,13,41.08,40.54,1.01,2872,4,5.1,0,online,0
T700809,18,8.97,20.56,0.44,1723,3,8.9,0,online,0
