applicant_id,credit_score,annual_income,loan_amount,loan_term_months,employment_length_yrs,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,interest_rate,default
A50319,627,55400.0,26500,12,4.6,0.467,1,OWN,debt_consolidation,9.51,1
A50320,689,121600.0,49500,60,2.5,0.469,2,RENT,home_improvement,7.28,0
A50321,730,31400.0,6400,24,4.0,0.173,0,MORTGAGE,major_purchase,7.97,0
A50322,724,36500.0,22800,60,3.8,0.508,0,RENT,debt_consolidation,6.91,0
A50323,629,,6100,60,19.2,0.187,0,RENT,medical,11.59,0
A50324,653,45600.0,18400,60,2.8,0.699,0,RENT,medical,11.85,0
A50325,700,144900.0,42700,36,8.7,0.346,0,MORTGAGE,major_purchase,12.18,0
A50326,558,68700.0,53400,24,5.6,0.255,0,RENT,home_improvement,10.64,0
A50327,744,30500.0,21400,36,1.8,0.364,0,OWN,debt_consolidation,7.92,0
A50328,771,34400.0,19900,36,3.2,0.488,0,RENT,credit_card,5.52,0
A50329,731,121400.0,91200,24,6.5,0.496,0,RENT,debt_consolidation,8.2,0
A50330,516,65100.0,48800,24,1.8,0.438,1,OWN,major_purchase,13.59,1
A50331,699,61500.0,36200,48,5.6,0.554,0,RENT,credit_card,7.34,0
A50332,540,47500.0,26700,48,10.4,0.504,0,RENT,debt_consolidation,13.17,0
A50333,749,43100.0,6800,24,1.9,0.523,0,RENT,debt_consolidation,7.16,0
A50334,516,79500.0,54600,36,0.8,0.326,1,OWN,credit_card,11.7,1
A50335,573,48600.0,19600,24,8.2,0.579,0,MORTGAGE,credit_card,12.31,1
A50336,706,59100.0,18700,36,3.1,0.559,0,MORTGAGE,credit_card,8.88,0
A50337,572,65800.0,32200,60,12.5,0.267,0,OWN,debt_consolidation,14.59,0
A50338,472,53000.0,23800,36,9.2,0.193,0,RENT,debt_consolidation,13.06,1
A50339,597,103800.0,57500,60,3.2,0.386,0,RENT,debt_consolidation,10.86,0
A50340,712,93300.0,49900,60,3.2,0.53,0,RENT,home_improvement,7.38,0
A50341,590,122500.0,83000,24,2.4,0.52,0,RENT,debt_consolidation,11.79,1
A50342,596,293200.0,73800,12,0.4,0.176,1,RENT,debt_consolidation,10.04,0
A50343,692,35500.0,30000,48,2.7,0.429,0,MORTGAGE,small_business,10.33,0
A50344,678,61600.0,7600,60,1.0,0.362,0,RENT,home_improvement,10.51,0
A50345,772,40400.0,17500,24,10.5,0.5,0,MORTGAGE,debt_consolidation,6.19,0
A50346,743,26900.0,11900,48,1.4,0.351,1,MORTGAGE,major_purchase,8.38,0
A50347,653,34900.0,27400,24,4.6,0.403,0,RENT,small_business,9.87,0
A50348,625,51000.0,19400,60,1.5,0.4,1,RENT,home_improvement,9.66,1
A50349,760,45100.0,23100,24,4.5,0.369,0,MORTGAGE,credit_card,7.32,0
A50350,628,50500.0,9500,36,1.2,0.336,1,OWN,major_purchase,12.62,1
A50351,596,64600.0,56700,24,4.7,0.507,0,RENT,debt_consolidation,11.85,1
A50352,714,46000.0,24100,24,3.3,0.45,1,RENT,credit_card,7.04,0
A50353,633,64700.0,12900,24,13.6,0.481,2,RENT,debt_consolidation,11.02,0
A50354,562,52800.0,17000,36,0.2,0.463,0,RENT,debt_consolidation,11.92,0
A50355,725,91300.0,58100,24,9.6,0.492,0,RENT,small_business,10.8,0
A50356,747,71500.0,38800,36,1.4,0.509,0,MORTGAGE,credit_card,5.79,0
A50357,588,39600.0,4300,24,4.2,0.204,0,RENT,debt_consolidation,11.39,1
A50358,651,58700.0,15200,36,0.8,0.14,0,MORTGAGE,debt_consolidation,11.24,0
A50359,643,60700.0,22000,24,3.0,0.434,0,MORTGAGE,debt_consolidation,11.69,0
A50360,667,119600.0,30600,36,0.0,0.282,0,RENT,home_improvement,10.38,0
A50361,646,35800.0,22000,36,3.6,0.493,0,RENT,major_purchase,11.41,1
A50362,566,91100.0,49300,48,1.0,0.247,0,RENT,home_improvement,13.08,0
A50363,682,91600.0,54300,24,1.0,0.328,1,OWN,debt_consolidation,10.27,0
A50364,654,52200.0,18800,24,3.7,0.17,1,RENT,medical,9.55,0
A50365,689,49700.0,10900,12,1.4,0.153,0,RENT,major_purchase,9.27,0
A50366,729,43900.0,32100,24,6.8,0.873,0,RENT,medical,7.36,0
A50367,741,26400.0,13100,48,11.3,0.413,0,RENT,debt_consolidation,10.03,0
A50368,712,80100.0,28200,36,1.3,0.356,1,RENT,debt_consolidation,8.21,0
A50369,482,16100.0,3100,24,1.4,0.319,1,RENT,home_improvement,14.59,1
A50370,602,43100.0,27800,48,8.5,0.368,0,MORTGAGE,medical,11.51,0
A50371,686,32900.0,25700,48,13.4,0.698,0,RENT,medical,9.46,0
A50372,742,45700.0,36400,24,5.4,0.59,1,MORTGAGE,medical,8.76,0
A50373,602,54400.0,12500,36,18.7,0.18,0,RENT,major_purchase,11.95,0
A50374,621,58500.0,19000,48,3.5,0.181,0,OWN,home_improvement,12.39,0
A50375,810,65600.0,35700,24,0.3,0.518,0,RENT,debt_consolidation,7.71,0
A50376,488,66300.0,39500,48,0.8,0.556,1,MORTGAGE,debt_consolidation,13.98,1
A50377,654,44700.0,10300,36,1.8,0.165,1,RENT,major_purchase,8.88,0
A50378,629,39000.0,30500,24,4.0,0.408,0,MORTGAGE,debt_consolidation,13.75,0
A50379,649,67000.0,32900,60,4.0,0.38,0,MORTGAGE,debt_consolidation,11.1,0
A50380,652,127300.0,43200,24,2.0,0.505,0,MORTGAGE,home_improvement,10.05,0
A50381,728,51600.0,32200,36,7.2,0.527,0,OWN,major_purchase,8.63,0
A50382,751,24700.0,12800,24,0.0,0.4,0,RENT,credit_card,8.9,1
A50383,850,15500.0,2700,60,7.2,0.307,0,RENT,debt_consolidation,5.89,0
A50384,815,25200.0,13900,24,0.0,0.357,0,RENT,home_improvement,6.24,0
A50385,676,112800.0,39600,24,16.4,0.376,0,RENT,home_improvement,7.37,0
A50386,699,103500.0,50500,24,6.9,0.275,1,MORTGAGE,credit_card,8.7,0
A50387,760,31400.0,11600,48,1.9,0.527,1,RENT,debt_consolidation,7.53,0
A50388,850,35700.0,3700,48,3.4,0.139,1,RENT,credit_card,7.93,0
A50389,667,30800.0,9700,48,12.2,0.236,0,RENT,debt_consolidation,10.83,0
A50390,711,58100.0,40400,36,1.6,0.582,0,OWN,small_business,8.44,0
A50391,667,,54100,36,7.4,0.394,0,MORTGAGE,credit_card,12.63,1
A50392,770,95200.0,57600,36,2.2,0.506,0,MORTGAGE,debt_consolidation,6.71,0
A50393,578,111500.0,63500,24,0.1,0.295,0,RENT,home_improvement,11.43,1
A50394,692,108400.0,70400,24,3.1,0.49,0,RENT,home_improvement,8.99,1
A50395,581,82600.0,63100,12,1.8,0.721,0,RENT,debt_consolidation,11.86,1
A50396,702,118100.0,99300,36,5.0,0.508,0,OWN,major_purchase,7.26,0
A50397,741,47600.0,34100,48,2.4,0.497,0,MORTGAGE,debt_consolidation,6.86,0
A50398,651,35000.0,7700,12,5.0,0.277,0,RENT,home_improvement,8.91,0
A50399,663,44400.0,32200,48,4.1,0.35,0,MORTGAGE,home_improvement,12.36,0
A50400,767,49100.0,11200,36,5.5,0.228,0,RENT,credit_card,7.61,0
A50401,673,80300.0,29000,60,0.2,0.338,1,OWN,home_improvement,11.14,1
A50402,723,40400.0,16600,48,2.5,0.46,0,OWN,small_business,4.56,0
A50403,663,92500.0,37600,36,2.7,0.723,0,MORTGAGE,major_purchase,10.93,0
A50404,611,24800.0,10900,24,6.3,0.313,0,MORTGAGE,credit_card,11.73,0
A50405,650,46800.0,9900,24,0.4,0.627,1,MORTGAGE,credit_card,8.12,0
A50406,839,52900.0,35600,48,3.2,0.518,1,MORTGAGE,medical,6.73,0
A50407,660,128700.0,88600,36,2.2,0.331,2,MORTGAGE,medical,7.82,0
A50408,685,44100.0,13700,36,12.1,0.305,0,OWN,credit_card,6.05,0
A50409,772,71200.0,25700,60,9.3,0.415,0,OWN,credit_card,6.57,0
A50410,709,89500.0,9700,36,8.8,0.46,0,RENT,debt_consolidation,7.79,0
A50411,722,63100.0,51800,36,6.2,0.477,0,MORTGAGE,debt_consolidation,8.9,0
A50412,850,33800.0,22600,36,12.6,0.476,0,RENT,credit_card,5.27,0
A50413,751,24500.0,9500,60,12.8,0.402,1,MORTGAGE,debt_consolidation,8.72,0
A50414,621,66000.0,26900,24,7.9,0.332,2,RENT,major_purchase,12.61,0
A50415,733,107100.0,29800,24,6.0,0.278,2,RENT,major_purchase,11.37,0
A50416,637,73100.0,29100,12,4.0,0.56,0,MORTGAGE,debt_consolidation,8.84,1
A50417,655,83000.0,16700,24,7.7,0.1,0,RENT,major_purchase,11.2,0
A50418,762,43200.0,7300,36,9.1,0.105,1,MORTGAGE,home_improvement,7.3,0
A50419,687,47800.0,21200,36,2.8,0.563,0,RENT,debt_consolidation,8.06,0
A50420,659,59700.0,22300,24,1.1,0.311,0,RENT,debt_consolidation,11.92,0
A50421,639,50700.0,35400,12,1.4,0.296,1,RENT,small_business,9.3,1
A50422,692,28000.0,8700,36,1.4,0.598,1,MORTGAGE,credit_card,7.65,0
A50423,661,83800.0,49100,36,3.5,0.578,0,RENT,debt_consolidation,10.1,1
A50424,754,53200.0,5400,36,0.7,0.164,0,RENT,home_improvement,9.53,0
A50425,697,39400.0,6700,48,5.8,0.291,0,MORTGAGE,home_improvement,9.3,0
A50426,670,39800.0,26000,24,3.1,0.539,0,RENT,credit_card,9.92,0
A50427,850,62600.0,22500,36,1.6,0.383,1,RENT,debt_consolidation,4.5,0
A50428,705,28200.0,5600,60,2.2,0.305,0,RENT,debt_consolidation,9.5,0
A50429,627,60600.0,21700,36,4.7,0.285,0,MORTGAGE,debt_consolidation,12.61,0
A50430,588,51700.0,5600,36,9.7,0.606,1,RENT,credit_card,10.04,1
A50431,596,21100.0,8200,36,8.0,0.29,1,RENT,major_purchase,10.95,0
A50432,578,109700.0,25700,60,9.8,0.47,0,OWN,credit_card,9.47,0
A50433,674,35500.0,14000,36,1.1,0.339,1,MORTGAGE,credit_card,7.77,0
A50434,679,73400.0,40100,48,1.2,0.36,0,RENT,credit_card,9.42,0
A50435,725,47000.0,27200,36,3.8,0.316,0,OWN,home_improvement,7.76,0
A50436,605,43300.0,22500,60,2.8,0.185,0,RENT,home_improvement,12.74,0
A50437,645,72300.0,44300,36,5.0,0.651,0,RENT,debt_consolidation,9.85,0
A50438,637,37200.0,30000,60,3.1,0.845,0,RENT,debt_consolidation,12.95,0
A50439,804,75900.0,65300,36,16.1,0.571,0,RENT,debt_consolidation,9.14,0
A50440,691,89400.0,50800,36,6.9,0.398,0,RENT,debt_consolidation,12.32,0
A50441,713,28000.0,7800,24,7.2,0.533,1,MORTGAGE,debt_consolidation,7.96,0
A50442,764,51000.0,14000,36,5.1,0.592,0,MORTGAGE,credit_card,9.66,0
A50443,698,,55600,60,7.4,0.675,0,MORTGAGE,major_purchase,10.56,0
A50444,676,22100.0,10800,12,1.5,0.247,0,MORTGAGE,major_purchase,10.64,0
A50445,648,36600.0,25700,24,2.2,0.633,0,RENT,home_improvement,12.11,0
A50446,658,65000.0,45600,48,5.5,0.561,0,RENT,home_improvement,9.23,0
A50447,677,25500.0,13900,12,1.3,0.32,0,RENT,home_improvement,8.59,1
A50448,663,67400.0,46300,36,6.9,0.536,0,MORTGAGE,debt_consolidation,10.97,1
A50449,663,45500.0,5500,36,9.4,0.179,0,MORTGAGE,debt_consolidation,10.26,0
A50450,823,94700.0,39800,36,0.5,0.332,0,RENT,credit_card,4.57,0
A50451,580,43900.0,4500,36,0.8,0.496,0,OWN,credit_card,11.18,0
A50452,526,46700.0,27700,36,6.0,0.831,0,RENT,medical,15.48,1
A50453,709,39600.0,24800,12,2.2,0.73,0,RENT,debt_consolidation,8.98,1
A50454,784,57000.0,42200,48,8.3,0.473,0,RENT,credit_card,9.91,0
A50455,660,20600.0,9800,24,0.6,0.416,1,RENT,major_purchase,8.97,0
A50456,743,,36000,36,0.1,0.334,0,MORTGAGE,debt_consolidation,9.47,0
A50457,805,18000.0,8200,36,2.3,0.338,1,MORTGAGE,credit_card,4.59,0
A50458,663,22100.0,15300,24,0.4,0.67,0,RENT,credit_card,9.95,0
A50459,697,65800.0,12700,36,10.1,0.331,0,OWN,debt_consolidation,8.82,0
A50460,619,47400.0,35500,36,1.9,0.412,0,MORTGAGE,small_business,12.06,1
A50461,633,40100.0,13200,48,0.9,0.515,1,RENT,debt_consolidation,13.3,0
A50462,650,51800.0,34300,60,0.5,0.384,0,OWN,major_purchase,8.59,0
A50463,736,38900.0,33000,60,2.9,0.385,0,MORTGAGE,major_purchase,8.67,0
A50464,792,37100.0,27900,36,0.6,0.319,0,MORTGAGE,debt_consolidation,4.71,0
A50465,732,23200.0,18800,36,3.3,0.378,0,MORTGAGE,home_improvement,7.89,0
A50466,616,76200.0,56600,36,29.3,0.473,1,RENT,debt_consolidation,11.29,1
A50467,622,72900.0,57000,60,3.2,0.359,0,MORTGAGE,debt_consolidation,10.43,0
A50468,653,86400.0,22900,36,6.0,0.358,1,RENT,major_purchase,10.18,1
A50469,682,45300.0,12200,36,12.0,0.215,0,MORTGAGE,debt_consolidation,8.73,1
A50470,725,44400.0,6800,12,0.9,0.59,0,OWN,debt_consolidation,5.72,0
A50471,569,63200.0,28700,36,7.3,0.201,1,RENT,medical,11.79,1
A50472,603,48900.0,18200,48,0.2,0.34,0,RENT,small_business,7.54,0
A50473,816,153800.0,125700,48,1.9,0.582,0,OWN,debt_consolidation,7.6,0
A50474,717,81100.0,71700,48,13.5,0.47,0,OWN,major_purchase,7.48,0
A50475,713,154600.0,136900,48,15.4,0.834,0,MORTGAGE,home_improvement,10.07,1
A50476,577,66400.0,44200,24,7.4,0.344,0,OWN,home_improvement,11.79,0
A50477,759,51100.0,31000,36,6.2,0.279,0,MORTGAGE,small_business,9.72,0
A50478,723,71400.0,39200,48,0.0,0.8,0,RENT,credit_card,5.89,1
A50479,573,45600.0,30500,36,0.9,0.871,1,RENT,credit_card,10.19,1
A50480,590,76900.0,60800,12,4.7,0.519,0,MORTGAGE,home_improvement,12.97,1
A50481,730,56300.0,24500,48,1.1,0.449,0,RENT,home_improvement,9.53,0
A50482,584,75600.0,32500,48,2.9,0.565,0,MORTGAGE,home_improvement,11.09,1
A50483,728,144900.0,86600,36,2.6,0.355,0,RENT,home_improvement,6.85,0
A50484,643,50800.0,29900,60,10.1,0.496,0,MORTGAGE,debt_consolidation,10.42,0
A50485,733,67600.0,47600,48,0.7,0.585,0,MORTGAGE,debt_consolidation,8.01,0
A50486,752,90600.0,67700,48,0.4,0.452,0,MORTGAGE,medical,8.31,0
A50487,822,88400.0,43300,36,9.2,0.923,0,MORTGAGE,credit_card,4.0,0
A50488,551,18900.0,6000,48,1.5,0.324,0,MORTGAGE,major_purchase,12.24,1
A50489,573,60100.0,37800,48,0.6,0.95,1,MORTGAGE,medical,12.32,1
A50490,675,37200.0,22800,36,2.7,0.354,1,MORTGAGE,debt_consolidation,9.09,0
A50491,810,66700.0,33400,24,6.2,0.599,1,OWN,debt_consolidation,4.0,0
A50492,721,56900.0,31900,48,2.7,0.245,0,RENT,home_improvement,6.87,0
A50493,581,112200.0,23300,36,3.8,0.531,0,RENT,home_improvement,12.6,1
A50494,751,66700.0,31300,36,4.7,0.611,1,MORTGAGE,major_purchase,7.25,0
A50495,677,55900.0,29200,36,2.0,0.407,0,OWN,medical,9.37,0
A50496,779,,20900,36,2.3,0.231,0,MORTGAGE,small_business,7.84,0
A50497,595,80000.0,60300,24,6.5,0.356,0,MORTGAGE,small_business,12.18,1
A50498,752,50500.0,10900,36,2.5,0.471,2,MORTGAGE,credit_card,7.91,0
A50499,787,144300.0,102800,48,7.0,0.301,0,MORTGAGE,debt_consolidation,6.03,1
A50500,608,63900.0,35900,36,18.1,0.2,1,RENT,credit_card,14.21,0
A50501,693,115800.0,35100,36,9.2,0.499,0,MORTGAGE,home_improvement,8.17,0
A50502,716,68400.0,46000,48,1.7,0.369,0,RENT,debt_consolidation,9.66,0
A50503,698,32800.0,26500,36,,0.349,0,MORTGAGE,debt_consolidation,10.05,0
A50504,618,100500.0,69100,48,6.1,0.484,2,OWN,credit_card,9.35,1
A50505,759,42800.0,29300,48,0.2,0.403,0,OWN,credit_card,9.84,0
A50506,614,51800.0,33100,60,0.4,0.418,1,OWN,home_improvement,8.78,1
A50507,690,46700.0,21400,60,1.9,0.506,0,MORTGAGE,credit_card,11.15,0
A50508,720,85000.0,61300,24,9.5,0.523,1,RENT,home_improvement,7.82,0
A50509,710,125800.0,76500,24,0.0,0.568,2,MORTGAGE,medical,6.39,0
A50510,728,27300.0,12700,36,2.4,0.264,2,RENT,medical,7.7,0
A50511,546,91300.0,21700,24,5.2,0.471,0,RENT,debt_consolidation,14.14,0
A50512,512,57100.0,40000,60,,0.716,0,MORTGAGE,medical,15.22,1
A50513,700,95800.0,70900,36,2.0,0.466,0,RENT,credit_card,9.4,0
A50514,708,65200.0,21400,36,1.6,0.554,0,MORTGAGE,credit_card,9.04,0
A50515,788,44300.0,27000,48,12.8,0.534,0,RENT,credit_card,9.1,0
A50516,665,53800.0,42600,36,4.2,0.358,0,RENT,credit_card,9.32,0
A50517,670,41600.0,19000,36,15.6,0.429,0,RENT,major_purchase,11.36,0
A50518,570,35900.0,4200,48,1.3,0.489,1,RENT,debt_consolidation,12.18,1
A50519,712,31000.0,7600,60,10.5,0.205,0,RENT,medical,7.55,0
A50520,790,93700.0,39600,48,3.2,0.591,0,OWN,debt_consolidation,9.16,0
A50521,652,57400.0,14100,60,21.6,0.367,1,MORTGAGE,debt_consolidation,8.65,0
A50522,717,50800.0,12600,36,2.4,0.363,0,RENT,credit_card,7.81,0
A50523,771,60300.0,43700,36,3.0,0.577,0,RENT,home_improvement,5.9,0
A50524,771,19300.0,15500,36,2.5,0.366,0,RENT,credit_card,9.47,0
A50525,752,42300.0,20800,60,1.4,0.255,0,MORTGAGE,home_improvement,8.04,0
A50526,759,87600.0,76600,36,4.0,0.616,1,MORTGAGE,small_business,10.74,0
A50527,429,138000.0,97700,36,5.3,0.475,0,MORTGAGE,debt_consolidation,15.94,1
A50528,542,53100.0,24100,12,3.4,0.552,0,RENT,home_improvement,13.81,1
A50529,710,33700.0,14500,12,2.3,0.525,0,RENT,home_improvement,10.54,0
A50530,556,21100.0,4800,12,,0.44,1,RENT,home_improvement,12.47,0
A50531,755,80300.0,25200,60,6.4,0.286,0,RENT,small_business,7.45,0
A50532,639,70000.0,11300,12,1.3,0.249,1,OWN,credit_card,8.78,0
A50533,564,30000.0,22800,48,,0.374,0,MORTGAGE,home_improvement,12.96,0
A50534,748,86700.0,21300,36,,0.376,0,MORTGAGE,debt_consolidation,5.22,0
A50535,633,35600.0,16600,24,0.1,0.291,0,MORTGAGE,home_improvement,9.54,0
A50536,608,56500.0,8000,48,9.2,0.063,0,RENT,debt_consolidation,9.63,0
A50537,738,130000.0,40800,24,0.6,0.444,3,RENT,credit_card,8.04,1
A50538,665,57500.0,42100,36,18.5,0.576,0,MORTGAGE,credit_card,10.23,0
A50539,591,50300.0,24200,36,9.5,0.369,0,OWN,debt_consolidation,10.29,1
A50540,600,310600.0,88000,24,0.1,0.27,1,MORTGAGE,credit_card,13.06,1
A50541,558,51200.0,10800,24,1.8,0.554,0,RENT,medical,10.47,1
A50542,804,41200.0,6800,36,11.4,0.163,0,RENT,small_business,4.58,0
A50543,780,59800.0,18200,24,8.7,0.438,0,RENT,credit_card,5.54,0
A50544,684,53300.0,39300,36,6.5,0.872,1,OWN,debt_consolidation,9.44,0
A50545,629,26100.0,22100,36,1.8,0.804,0,MORTGAGE,debt_consolidation,12.79,0
A50546,717,80500.0,62600,24,4.5,0.453,0,MORTGAGE,small_business,8.86,0
A50547,666,44000.0,25200,36,8.9,0.432,0,RENT,home_improvement,11.12,0
A50548,740,51400.0,42600,36,1.6,0.386,0,MORTGAGE,home_improvement,7.51,0
A50549,728,61000.0,46400,36,6.5,0.701,1,MORTGAGE,debt_consolidation,7.22,1
A50550,685,56000.0,7000,48,10.9,0.557,0,OWN,major_purchase,9.41,0
A50551,660,101200.0,73900,48,3.9,0.609,0,OWN,credit_card,7.88,1
A50552,726,23600.0,10800,48,2.8,0.262,0,RENT,debt_consolidation,8.54,0
A50553,681,183600.0,138900,36,8.6,0.248,0,RENT,debt_consolidation,8.54,0
A50554,556,47900.0,39700,36,1.8,0.404,0,RENT,credit_card,8.63,1
A50555,702,,49800,48,4.7,0.231,1,OWN,major_purchase,9.27,0
A50556,816,87900.0,23400,60,3.1,0.342,0,OWN,home_improvement,5.69,0
A50557,653,127500.0,54700,36,5.1,0.457,0,RENT,small_business,11.16,1
A50558,701,135900.0,92400,48,,0.364,0,RENT,home_improvement,8.03,0
A50559,656,33600.0,7800,12,6.4,0.282,0,OWN,major_purchase,13.27,0
A50560,702,95600.0,84200,36,0.9,0.48,0,RENT,home_improvement,13.39,1
A50561,658,24400.0,20500,24,0.3,0.48,0,RENT,credit_card,8.27,0
A50562,850,39000.0,19300,36,2.2,0.415,1,MORTGAGE,major_purchase,6.44,0
A50563,716,50500.0,9600,24,2.4,0.43,0,RENT,major_purchase,11.86,1
A50564,684,47700.0,42300,36,19.1,0.462,0,MORTGAGE,small_business,11.61,0
A50565,705,40700.0,18500,48,0.2,0.434,0,RENT,credit_card,8.91,1
A50566,689,36800.0,27000,48,1.3,0.732,0,MORTGAGE,debt_consolidation,10.39,0
A50567,792,25600.0,11300,24,1.0,0.584,0,RENT,medical,8.13,0
A50568,629,34900.0,14400,60,1.0,0.342,0,MORTGAGE,debt_consolidation,10.92,0
A50569,621,39800.0,12000,48,1.9,0.336,0,RENT,debt_consolidation,13.84,0
A50570,723,83400.0,70000,48,4.1,0.304,1,MORTGAGE,medical,9.0,0
A50571,666,43800.0,22600,36,2.9,0.455,0,RENT,home_improvement,9.69,0
A50572,634,111900.0,86300,24,,0.384,0,MORTGAGE,credit_card,9.98,0
A50573,541,135200.0,76100,24,,0.461,2,OWN,debt_consolidation,13.81,0
A50574,680,70200.0,14300,36,5.0,0.119,0,RENT,home_improvement,12.24,0
A50575,637,39400.0,9400,48,10.0,0.317,0,OWN,major_purchase,12.45,0
A50576,762,82600.0,67500,48,0.9,0.382,3,RENT,credit_card,9.83,0
A50577,600,35100.0,29600,36,4.7,0.496,1,RENT,debt_consolidation,11.73,1
A50578,713,109000.0,57700,48,10.6,0.561,0,RENT,credit_card,10.99,0
A50579,678,75400.0,67700,24,6.9,0.725,0,OWN,credit_card,7.52,1
A50580,631,97300.0,58800,48,,0.587,1,MORTGAGE,credit_card,10.26,0
A50581,778,134500.0,69200,60,3.3,0.338,0,RENT,debt_consolidation,9.48,0
A50582,792,72600.0,63600,60,3.6,0.507,0,RENT,credit_card,9.2,0
A50583,660,63300.0,54500,12,0.1,0.604,0,RENT,credit_card,10.33,1
A50584,667,70000.0,24500,24,5.5,0.478,0,MORTGAGE,credit_card,10.82,0
A50585,525,72600.0,42100,48,1.9,0.468,1,RENT,credit_card,16.86,1
A50586,752,30700.0,25500,48,0.1,0.277,1,RENT,small_business,8.95,0
A50587,672,95800.0,49500,48,2.9,0.251,0,RENT,home_improvement,10.33,0
A50588,771,61100.0,21900,36,5.4,0.182,1,MORTGAGE,debt_consolidation,9.73,0
A50589,652,58400.0,31400,36,13.6,0.506,1,RENT,home_improvement,12.96,0
A50590,726,49500.0,27000,24,2.2,0.566,0,MORTGAGE,debt_consolidation,8.68,0
A50591,719,22200.0,18700,24,3.9,0.412,1,RENT,debt_consolidation,7.96,0
A50592,723,38600.0,23900,48,2.4,0.513,1,RENT,credit_card,7.1,1
A50593,652,82700.0,29800,24,,0.363,1,MORTGAGE,major_purchase,12.26,1
A50594,636,30000.0,5600,24,13.2,0.087,0,OWN,credit_card,11.95,0
A50595,600,70700.0,20000,60,9.4,0.446,0,MORTGAGE,small_business,10.67,0
A50596,699,34400.0,5500,60,2.0,0.186,0,MORTGAGE,credit_card,8.97,0
A50597,621,35900.0,25600,24,1.2,0.424,0,OWN,debt_consolidation,11.92,0
A50598,723,123300.0,63800,48,12.5,0.338,0,RENT,home_improvement,9.15,0
A50599,541,48800.0,33100,48,2.1,0.389,1,RENT,major_purchase,9.81,1
A50600,786,20600.0,18400,36,2.7,0.576,0,MORTGAGE,medical,5.09,0
A50601,724,94300.0,79300,36,7.2,0.446,0,RENT,debt_consolidation,9.9,0
A50602,690,120100.0,101800,48,4.7,0.893,0,RENT,debt_consolidation,10.14,0
A50603,625,132500.0,57000,48,9.8,0.41,1,RENT,debt_consolidation,10.45,1
A50604,622,87200.0,64400,36,1.0,0.403,0,RENT,home_improvement,11.46,0
A50605,649,45000.0,6600,24,7.5,0.374,0,RENT,credit_card,10.91,0
A50606,733,113600.0,25300,24,,0.506,0,OWN,medical,9.31,1
A50607,699,88500.0,16000,12,0.9,0.333,0,RENT,home_improvement,6.71,0
A50608,714,41600.0,23300,12,0.3,0.322,1,RENT,major_purchase,8.93,1
A50609,753,136100.0,61200,36,7.0,0.401,0,MORTGAGE,medical,8.31,0
A50610,732,118300.0,50400,60,4.7,0.479,0,OWN,medical,8.69,0
A50611,746,121800.0,57300,48,5.6,0.21,0,OWN,debt_consolidation,9.59,0
A50612,680,33400.0,15300,24,14.2,0.558,0,OWN,debt_consolidation,12.78,0
A50613,606,34000.0,7900,48,8.3,0.407,3,RENT,home_improvement,10.34,1
A50614,789,60100.0,23900,48,19.4,0.159,1,RENT,debt_consolidation,7.45,0
A50615,782,36000.0,20200,48,,0.563,0,MORTGAGE,medical,7.44,0
A50616,556,149900.0,87900,24,7.6,0.519,0,RENT,credit_card,9.54,0
A50617,667,122100.0,47500,48,2.4,0.223,0,MORTGAGE,debt_consolidation,8.73,0
A50618,850,24100.0,16400,36,5.3,0.28,0,RENT,debt_consolidation,9.26,0
A50619,780,93900.0,69300,48,1.0,0.351,0,RENT,home_improvement,7.15,0
A50620,763,30600.0,7100,36,5.6,0.113,0,MORTGAGE,small_business,4.14,0
A50621,512,64200.0,40900,12,0.2,0.673,0,RENT,medical,13.68,1
A50622,657,73300.0,16100,60,1.0,0.354,0,RENT,medical,11.19,0
A50623,627,43300.0,26800,60,8.7,0.405,1,MORTGAGE,credit_card,10.34,0
A50624,676,49900.0,13400,60,3.9,0.237,0,RENT,credit_card,9.8,0
A50625,677,32000.0,13100,12,4.1,0.358,0,RENT,credit_card,12.03,0
A50626,762,27100.0,3400,36,6.5,0.248,0,MORTGAGE,debt_consolidation,5.52,0
A50627,644,50400.0,16100,60,21.4,0.273,0,MORTGAGE,major_purchase,11.49,0
A50628,668,36900.0,26400,12,20.4,0.802,0,MORTGAGE,home_improvement,9.67,0
A50629,614,59400.0,12900,36,24.1,0.457,1,RENT,major_purchase,9.1,0
A50630,572,37000.0,30200,36,4.5,0.538,0,RENT,medical,11.51,1
A50631,710,64500.0,56700,36,8.9,0.64,0,RENT,home_improvement,11.19,0
A50632,765,77300.0,31000,36,0.0,0.588,1,RENT,major_purchase,7.79,0
A50633,680,91900.0,48200,48,0.1,0.415,1,OWN,credit_card,11.49,0
A50634,788,103500.0,26200,24,5.4,0.261,0,RENT,debt_consolidation,9.48,0
A50635,650,,11400,36,23.8,0.46,0,RENT,credit_card,9.77,0
A50636,722,29700.0,24100,48,4.3,0.646,0,RENT,small_business,9.76,0
A50637,529,163400.0,87500,60,19.9,0.535,0,OWN,credit_card,12.7,1
A50638,709,120900.0,15900,36,2.4,0.272,0,RENT,debt_consolidation,9.0,0
A50639,813,44900.0,32500,36,4.4,0.321,0,MORTGAGE,debt_consolidation,5.97,0
A50640,628,118700.0,102500,36,0.8,0.697,0,RENT,medical,9.55,0
